degree,section,course_code,course_name
Bachelor of Business (Marketing),Program electives - Business,HOSP2008,UO Foundations of Event Management
Bachelor of Business (Marketing),Program electives - Business,HOSP2009,UO Managing Hospitality Operations
Bachelor of Business (Marketing),Program electives - Business,HOSP3006,"UO Digital Technologies in Tourism, Events and Hospitality"
Bachelor of Business (Marketing),Program electives - Business,HOSP3007,UO Sustainable Tourism Destination Management
Bachelor of Business (Marketing),Program electives - Business,HOSP3008,"UO Tourism, Events and Hospitality Industry Research Project"
Bachelor of Business (Marketing),Program electives - Business,MARK1011,UO Consumer Behaviour
Bachelor of Business (Marketing),Program electives - Business,MARK1012,UO Professional Development in Marketing
Bachelor of Business (Marketing),Program electives - Business,MARK1013,UO Marketing Principles: Trading and Exchange
Bachelor of Business (Marketing),Program electives - Business,MARK1014,UO Public Relations: Theory and Practice
Bachelor of Business (Marketing),Program electives - Business,MARK2008,UO Advertising
Bachelor of Business (Marketing),Program electives - Business,MARK2009,UO Marketing Analytics
Bachelor of Business (Marketing),Program electives - Business,MARK2010,UO Market Research
Bachelor of Business (Marketing),Program electives - Business,MARK2011,UO Retailing
Bachelor of Business (Marketing),Program electives - Business,MARK2012,UO Marketing for Health and Wellbeing
Bachelor of Business (Marketing),Program electives - Business,MARK3010,UO Branding
Bachelor of Business (Marketing),Program electives - Business,MARK3011,UO Essentials of Marketing Planning
Bachelor of Business (Marketing),Program electives - Business,MARK3012,UO Integrated Marketing
Bachelor of Business (Marketing),Program electives - Business,MARK3013,UO Digital Marketing
Bachelor of Business (Marketing),Program electives - Business Level 3,HOSP3006,"UO Digital Technologies in Tourism, Events and Hospitality"
Bachelor of Business (Marketing),Program electives - Business Level 3,HOSP3007,UO Sustainable Tourism Destination Management
Bachelor of Business (Marketing),Program electives - Business Level 3,HOSP3008,"UO Tourism, Events and Hospitality Industry Research Project"
Bachelor of Business (Marketing),Program electives - Business Level 3,MARK3010,UO Branding
Bachelor of Business (Marketing),Program electives - Business Level 3,MARK3011,UO Essentials of Marketing Planning
Bachelor of Business (Marketing),Program electives - Business Level 3,MARK3012,UO Integrated Marketing
Bachelor of Business (Marketing),Program electives - Business Level 3,MARK3013,UO Digital Marketing
Bachelor of Business (Marketing),Program electives - Business Level 3,ACCT3003,UO Auditing Theory and Practice
Bachelor of Business (Marketing),Program electives - Business Level 3,ACCT3004,UO Contemporary Issues in Accounting
Bachelor of Business (Marketing),Program electives - Business Level 3,ACCT3005,UO Financial Accounting 3
Bachelor of Business (Marketing),Program electives - Business Level 3,ACCT3006,UO Sustainability Accounting and Reporting
Bachelor of Business (Marketing),Program electives - Business Level 3,BAFI3008,UO Applied Financial Planning
Bachelor of Business (Marketing),Program electives - Business Level 3,BAFI3009,UO Estate Planning
Bachelor of Business (Marketing),Program electives - Business Level 3,BAFI3010,UO Portfolio and Fund Management
Bachelor of Business (Marketing),Program electives - Business Level 3,BAFI3011,UO Risk Management and Insurance
Bachelor of Business (Marketing),Program electives - Business Level 3,BAFI3012,UO Superannuation
Bachelor of Business (Marketing),Program electives - Business Level 3,BAFI3013,UO International Currency and Banking Markets
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3025,UO Digital Business Solutions
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3026,UO Digital Business Value
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3028,UO Managing the Employment Relationship
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3029,UO Strategic Human Resource Management
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3030,UO International Management Ethics and Values
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3031,UO Managing Decision Making
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3032,UO Organisational Leadership
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3033,UO Strategic Management
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3034,UO Strategic Financial Analysis
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3035,UO Organisational Entrepreneurship
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3036,UO Business Internship 30 Days
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3037,UO Business Practicum
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3040,UO Solving Business Challenges
Bachelor of Business (Marketing),Program electives - Business Level 3,BUSI3041,UO Virtual Industry Internship
Bachelor of Business (Marketing),Program electives - Business Level 3,ECON3007,UO Economics of Public Policy
Bachelor of Business (Marketing),Program electives - Business Level 3,ECON3008,UO International Economics
Bachelor of Business (Marketing),Standard study plans,SOCI3014,UO Critical Approaches to Online Learning
Bachelor of Business (Marketing),Standard study plans,LAWS1018,UO Business Law
Bachelor of Business (Marketing),Standard study plans,MARK1013,UO Marketing Principles: Trading and Exchange
Bachelor of Business (Marketing),Standard study plans,BUSI1018,UO Business and Society
Bachelor of Business (Marketing),Standard study plans,ECON1010,UO Principles of Economics
Bachelor of Business (Marketing),Standard study plans,MARK1011,UO Consumer Behaviour
Bachelor of Business (Marketing),Standard study plans,MARK2009,UO Marketing Analytics
Bachelor of Business (Marketing),Standard study plans,-,
Bachelor of Business (Marketing),Standard study plans,MARK1012,UO Professional Development in Marketing
Bachelor of Business (Marketing),Standard study plans,MARK2010,UO Market Research
Bachelor of Business (Marketing),Standard study plans,MARK2011,UO Retailing
Bachelor of Business (Marketing),Standard study plans,-,
Bachelor of Business (Marketing),Standard study plans,BUSI2019,UO Management and Organisation
Bachelor of Business (Marketing),Standard study plans,BUSI2021,UO Entrepreneurship for Social and Market Impact
Bachelor of Business (Marketing),Standard study plans,INFO2022,UO Business Intelligence
Bachelor of Business (Marketing),Standard study plans,MARK2008,UO Advertising
Bachelor of Business (Marketing),Standard study plans,BUSI3033,UO Strategic Management
Bachelor of Business (Marketing),Standard study plans,MARK3010,UO Branding
Bachelor of Business (Marketing),Standard study plans,MARK3011,UO Essentials of Marketing Planning
Bachelor of Business (Marketing),Standard study plans,-,Elective
Bachelor of Business (Marketing),Standard study plans,IBUS3008,UO International Business Environments
Bachelor of Business (Marketing),Standard study plans,MARK3012,UO Integrated Marketing
Bachelor of Business (Marketing),Standard study plans,-,Elective
Bachelor of Business (Marketing),Standard study plans,-,Elective
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,ACCT1005,UO Accounting for Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,BUSI1030,UO Career Development in Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,BUSI2019,UO Management and Organisation
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,BUSI2021,UO Entrepreneurship for Social and Market Impact
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,BUSI3033,UO Strategic Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,ECON1010,UO Principles of Economics
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP1003,UO Fundamentals of Global Tourism & Hospitality
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP2006,UO Eventful Cities and Event Leveraging
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP2007,"UO Experiential Product Design for Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP2008,UO Foundations of Event Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP2009,UO Managing Hospitality Operations
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP3006,"UO Digital Technologies in Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP3007,UO Sustainable Tourism Destination Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,HOSP3008,"UO Tourism, Events and Hospitality Industry Research Project"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,IBUS3008,UO International Business Environments
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,INFO2022,UO Business Intelligence
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,LAWS1018,UO Business Law
"Bachelor of Business (Tourism, Events and Hospitality Management)",Core courses,MARK1013,UO Marketing Principles: Trading and Exchange
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,SOCI3014,UO Critical Approaches to Online Learning
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP1003,UO Fundamentals of Global Tourism & Hospitality
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2008,UO Foundations of Event Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,MARK1013,UO Marketing Principles: Trading and Exchange
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI1018,UO Business and Society
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,ACCT1005,UO Accounting for Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI1030,UO Career Development in Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,ECON1010,UO Principles of Economics
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI2019,UO Management and Organisation
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2007,"UO Experiential Product Design for Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2009,UO Managing Hospitality Operations
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,INFO2022,UO Business Intelligence
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI2021,UO Entrepreneurship for Social and Market Impact
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2006,UO Eventful Cities and Event Leveraging
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,LAWS1018,UO Business Law
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,-,Elective
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI3037,UO Business Practicum
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP3006,"UO Digital Technologies in Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,IBUS3008,UO International Business Environments
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,-,Elective
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI3033,UO Strategic Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP3007,UO Sustainable Tourism Destination Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP3008,"UO Tourism, Events and Hospitality Industry Research Project"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,-,Elective
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives,SOCI3014,UO Critical Approaches to Online Learning
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives,AUXX1011,Elective 1
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT1005,UO Accounting for Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT1006,UO Financial Accounting 1
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT2003,UO Financial Accounting 2
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT2004,UO Management Accounting
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT3003,UO Auditing Theory and Practice
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT3004,UO Contemporary Issues in Accounting
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT3005,UO Financial Accounting 3
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ACCT3006,UO Sustainability Accounting and Reporting
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI1003,UO Financial Markets and Institutions
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI1004,UO Personal Finance
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI2016,UO Introduction to Financial Planning
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI2025,UO Business Finance
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI3008,UO Applied Financial Planning
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI3009,UO Estate Planning
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI3010,UO Portfolio and Fund Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI3011,UO Risk Management and Insurance
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI3012,UO Superannuation
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BAFI3013,UO International Currency and Banking Markets
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI1018,UO Business and Society
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI1019,UO Exploring Digital Technology in Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI1020,UO Introduction to Digital Disruption in Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI1022,UO Foundations of Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI1023,UO Introduction to Human Behaviour
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI1030,UO Career Development in Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI2014,UO Designing Digital Solutions
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI2016,Business International Study Tour
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI2017,UO Organisational Behaviour
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI2019,UO Management and Organisation
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI2020,UO Project Management: Principles and Strategies
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI2021,UO Entrepreneurship for Social and Market Impact
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI2023,UO Digital Solution Methodologies
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3025,UO Digital Business Solutions
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3026,UO Digital Business Value
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3028,UO Managing the Employment Relationship
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3029,UO Strategic Human Resource Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3030,UO International Management Ethics and Values
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3031,UO Managing Decision Making
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3032,UO Organisational Leadership
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3033,UO Strategic Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3034,UO Strategic Financial Analysis
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3035,UO Organisational Entrepreneurship
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3036,UO Business Internship 30 Days
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3037,UO Business Practicum
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3040,UO Solving Business Challenges
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI3041,UO Virtual Industry Internship
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI5065,UO Applying Digital Technologies in Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI5066,UO Delivering Digital Transformation
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI5067,UO Leading Digital Innovation
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,BUSI5068,UO Prototyping a Digital Solution
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ECON1010,UO Principles of Economics
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ECON1011,UO Macroeconomics
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ECON2007,UO Economic Analysis of Business Decisions
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ECON2008,UO Empirical Business Analysis
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ECON2009,UO Growth Development and the Macroeconomy
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ECON3007,UO Economics of Public Policy
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,ECON3008,UO International Economics
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP1003,UO Fundamentals of Global Tourism & Hospitality
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP2006,UO Eventful Cities and Event Leveraging
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP2007,"UO Experiential Product Design for Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP2008,UO Foundations of Event Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP2009,UO Managing Hospitality Operations
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP3006,"UO Digital Technologies in Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP3007,UO Sustainable Tourism Destination Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,HOSP3008,"UO Tourism, Events and Hospitality Industry Research Project"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK1011,UO Consumer Behaviour
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK1012,UO Professional Development in Marketing
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK1013,UO Marketing Principles: Trading and Exchange
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK1014,UO Public Relations: Theory and Practice
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK2008,UO Advertising
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK2009,UO Marketing Analytics
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK2010,UO Market Research
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK2011,UO Retailing
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK2012,UO Marketing for Health and Wellbeing
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK3010,UO Branding
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK3011,UO Essentials of Marketing Planning
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK3012,UO Integrated Marketing
"Bachelor of Business (Tourism, Events and Hospitality Management)",Program electives - Business,MARK3013,UO Digital Marketing
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",BUSI2020,UO Project Management: Principles and Strategies
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",BUSI3030,UO International Management Ethics and Values
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",BUSI3031,UO Managing Decision Making
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",BUSI3035,UO Organisational Entrepreneurship
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",BUSI3041,UO Virtual Industry Internship
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",COMM1008,UO Communication and Media
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",COMM1009,UO Introduction to Social Media
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",MARK1011,UO Consumer Behaviour
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",MARK1014,UO Public Relations: Theory and Practice
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",MARK2009,UO Marketing Analytics
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",MARK2010,UO Market Research
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",MARK3013,UO Digital Marketing
"Bachelor of Business (Tourism, Events and Hospitality Management)","Program electives - Tourism, Events and Hospitality",MDIA1013,UO Introduction to Digital Media
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,SOCI3014,UO Critical Approaches to Online Learning
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP1003,UO Fundamentals of Global Tourism & Hospitality
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2008,UO Foundations of Event Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,MARK1013,UO Marketing Principles: Trading and Exchange
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI1018,UO Business and Society
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,ACCT1005,UO Accounting for Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI1030,UO Career Development in Business
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,ECON1010,UO Principles of Economics
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI2019,UO Management and Organisation
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2007,"UO Experiential Product Design for Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2009,UO Managing Hospitality Operations
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,INFO2022,UO Business Intelligence
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI2021,UO Entrepreneurship for Social and Market Impact
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP2006,UO Eventful Cities and Event Leveraging
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,LAWS1018,UO Business Law
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,-,Elective
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI3037,UO Business Practicum
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP3006,"UO Digital Technologies in Tourism, Events and Hospitality"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,IBUS3008,UO International Business Environments
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,-,Elective
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,BUSI3033,UO Strategic Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP3007,UO Sustainable Tourism Destination Management
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,HOSP3008,"UO Tourism, Events and Hospitality Industry Research Project"
"Bachelor of Business (Tourism, Events and Hospitality Management)",Standard study plans,-,Elective
Bachelor of Business majoring in Digital Business,Common core,COREX001,An Ethically Rich Life
Bachelor of Business majoring in Digital Business,Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Business majoring in Digital Business,Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Business majoring in Digital Business,Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Business majoring in Digital Business,Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Business majoring in Digital Business,Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Business majoring in Digital Business,Program core,ACCT1000,Accounting for Decision Makers
Bachelor of Business majoring in Digital Business,Program core,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Business majoring in Digital Business,Program core,BUSI2001,"Emerging Technologies, Data and Business Analytics"
Bachelor of Business majoring in Digital Business,Program core,MARK1000,Marketing Principles
Bachelor of Business majoring in Digital Business,Program core selectives,BUSI1001,Business Law
Bachelor of Business majoring in Digital Business,Program core selectives,BUSI2002,"Negotiation, Conflict Management and Resolution"
Bachelor of Business majoring in Digital Business,Program core selectives,BUSI3013,Strategic Management
Bachelor of Business majoring in Digital Business,Program core selectives,ECON1000,Principles of Economics
Bachelor of Business majoring in Digital Business,Program core selectives,MDIA2021,Research Methods in Media and Communication
Bachelor of Business majoring in Digital Business,Program core selectives,MDIA2022,"Media Law, Policy and Ethics"
Bachelor of Business majoring in Digital Business,Program core selectives,MDIA2102,Promotional Culture
Bachelor of Business majoring in Digital Business,Program core selectives,MDIA3017,Strategic Planning for Media and Communication
Bachelor of Business majoring in Digital Business,Program core selectives,GRAP1004,Digital Design Principles and Methods
Bachelor of Business majoring in Digital Business,Program core selectives,PROJ1000,Foundations of Project Management
Bachelor of Business majoring in Digital Business,Program core selectives,PROJ1001,Scheduling and Cost Management
Bachelor of Business majoring in Digital Business,Program core selectives,PROJ3006,Project Logistics and Supply Chains
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI1014,Exploring Digital Technology in Business
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI1015,Introduction to Digital Disruption in Business
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI2015,Digital Solution Methodologies
Bachelor of Business majoring in Digital Business,Rules and notes,PROJ1000,Foundations of Project Management
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI2004,"Managing Decision Making, Communication and Organisational Practice"
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI2014,UO Designing Digital Solutions
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI3025,UO Digital Business Solutions
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI3026,UO Digital Business Value
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI1005,eChallenge
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI2900,WIL/ Profession
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI2901,WIL / Profession
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI2007,Business Lifecycles
Bachelor of Business majoring in Digital Business,Rules and notes,BUSI2390,WIL (Procurement and Supply Chain Management)
Bachelor of Business majoring in Digital Business,Rules and notes,SPOR2900,Sport Practicum 1
Bachelor of Business majoring in Digital Business,Rules and notes,SPOR3900,Sport Practicum 2
Bachelor of Business majoring in Digital Business,Rules and notes,MARK3900,Integrated Marketing
Bachelor of Business majoring in Digital Business,Rules and notes,MDIA3016,Strategic Communication in Practice
Bachelor of Business majoring in Digital Business,Rules and notes,PROJ2900,WIL
Bachelor of Business majoring in Digital Business,Rules and notes,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Digital Business,Elective - Open,AUXX1011,Elective 1
Bachelor of Business majoring in Digital Business,Elective - Open,AUXX1012,Elective 2
Bachelor of Business majoring in Digital Business,Elective - Open,AUXX1013,Elective 3
Bachelor of Business majoring in Digital Business,Elective - Open,AUXX1014,Elective 4
Bachelor of Business majoring in Digital Business,Program electives - Procurement and Supply Chain Management major,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Digital Business,Program electives - Procurement and Supply Chain Management major,IBUS2000,International Business Environment
Bachelor of Business majoring in Digital Business,Program electives - Procurement and Supply Chain Management major,IBUS2002,International Human Resource Management
